Video_index,Video_name,Video_category,Start_times,End_times,Action_labels,Nouns
1704,OP03-R05-Cheeseburger-73395-74105,OP03-R05-Cheeseburger,73395,74105,5,eating_utensil
1705,OP03-R05-Cheeseburger-75020-75910,OP03-R05-Cheeseburger,75020,75910,3,plate
1706,OP03-R05-Cheeseburger-78865-80525,OP03-R05-Cheeseburger,78865,80525,3,bread
1707,OP03-R05-Cheeseburger-81240-85180,OP03-R05-Cheeseburger,81240,85180,8,bread
1708,OP03-R05-Cheeseburger-85245-87585,OP03-R05-Cheeseburger,85245,87585,5,bread
1709,OP03-R05-Cheeseburger-91170-94110,OP03-R05-Cheeseburger,91170,94110,2,fridge_drawer
1710,OP03-R05-Cheeseburger-94135-96195,OP03-R05-Cheeseburger,94135,96195,3,patty_container
1711,OP03-R05-Cheeseburger-96340-97940,OP03-R05-Cheeseburger,96340,97940,3,patty
1712,OP03-R05-Cheeseburger-99235-100425,OP03-R05-Cheeseburger,99235,100425,5,patty_container
1713,OP03-R05-Cheeseburger-100465-103615,OP03-R05-Cheeseburger,100465,103615,2,patty_container
1714,OP03-R05-Cheeseburger-103675-105165,OP03-R05-Cheeseburger,103675,105165,3,patty
1715,OP03-R05-Cheeseburger-106295-107745,OP03-R05-Cheeseburger,106295,107745,5,patty
1716,OP03-R05-Cheeseburger-107745-108795,OP03-R05-Cheeseburger,107745,108795,6,patty_container
1717,OP03-R05-Cheeseburger-108835-109955,OP03-R05-Cheeseburger,108835,109955,3,patty_container
1718,OP03-R05-Cheeseburger-110300-112920,OP03-R05-Cheeseburger,110300,112920,2,fridge_drawer
1719,OP03-R05-Cheeseburger-112945-115645,OP03-R05-Cheeseburger,112945,115645,5,patty_container
1720,OP03-R05-Cheeseburger-115910-117490,OP03-R05-Cheeseburger,115910,117490,6,fridge
1721,OP03-R05-Cheeseburger-118675-119565,OP03-R05-Cheeseburger,118675,119565,3,pan
1722,OP03-R05-Cheeseburger-120705-121595,OP03-R05-Cheeseburger,120705,121595,5,pan
1723,OP03-R05-Cheeseburger-121195-122665,OP03-R05-Cheeseburger,121195,122665,3,oil_container
1724,OP03-R05-Cheeseburger-122825-125525,OP03-R05-Cheeseburger,122825,125525,2,oil_container
1725,OP03-R05-Cheeseburger-125920-126610,OP03-R05-Cheeseburger,125920,126610,3,pan
1726,OP03-R05-Cheeseburger-126600-127320,OP03-R05-Cheeseburger,126600,127320,3,pan
1727,OP03-R05-Cheeseburger-127405-129805,OP03-R05-Cheeseburger,127405,129805,9,"oil,oil_container,pan"
1728,OP03-R05-Cheeseburger-132840-134040,OP03-R05-Cheeseburger,132840,134040,7,pan
1729,OP03-R05-Cheeseburger-134815-137105,OP03-R05-Cheeseburger,134815,137105,5,pan
1730,OP03-R05-Cheeseburger-138465-141135,OP03-R05-Cheeseburger,138465,141135,0,stove
1731,OP03-R05-Cheeseburger-143805-144665,OP03-R05-Cheeseburger,143805,144665,6,oil_container
1732,OP03-R05-Cheeseburger-144910-146730,OP03-R05-Cheeseburger,144910,146730,6,oil_container
1733,OP03-R05-Cheeseburger-146785-147285,OP03-R05-Cheeseburger,146785,147285,3,oil_container
1734,OP03-R05-Cheeseburger-147460-148750,OP03-R05-Cheeseburger,147460,148750,5,oil_container
1735,OP03-R05-Cheeseburger-151180-152060,OP03-R05-Cheeseburger,151180,152060,5,unknown
1736,OP03-R05-Cheeseburger-164770-165550,OP03-R05-Cheeseburger,164770,165550,7,pan
1737,OP03-R05-Cheeseburger-165565-167065,OP03-R05-Cheeseburger,165565,167065,7,pan
1738,OP03-R05-Cheeseburger-167140-168370,OP03-R05-Cheeseburger,167140,168370,5,pan
1739,OP03-R05-Cheeseburger-190750-192190,OP03-R05-Cheeseburger,190750,192190,3,pan
1740,OP03-R05-Cheeseburger-192225-193895,OP03-R05-Cheeseburger,192225,193895,7,pan
1741,OP03-R05-Cheeseburger-193915-195665,OP03-R05-Cheeseburger,193915,195665,5,pan
1742,OP03-R05-Cheeseburger-212045-212555,OP03-R05-Cheeseburger,212045,212555,7,"oil,pan"
1743,OP03-R05-Cheeseburger-212595-215175,OP03-R05-Cheeseburger,212595,215175,7,oil_container
1744,OP03-R05-Cheeseburger-232950-234040,OP03-R05-Cheeseburger,232950,234040,7,pan
1745,OP03-R05-Cheeseburger-234050-236060,OP03-R05-Cheeseburger,234050,236060,7,oil_container
1746,OP03-R05-Cheeseburger-236780-238170,OP03-R05-Cheeseburger,236780,238170,3,patty
1747,OP03-R05-Cheeseburger-239130-245140,OP03-R05-Cheeseburger,239130,245140,5,patty
1748,OP03-R05-Cheeseburger-292130-293150,OP03-R05-Cheeseburger,292130,293150,3,cooking_utensil
1749,OP03-R05-Cheeseburger-293525-315065,OP03-R05-Cheeseburger,293525,315065,7,patty
1750,OP03-R05-Cheeseburger-315840-317920,OP03-R05-Cheeseburger,315840,317920,0,stove
1751,OP03-R05-Cheeseburger-320830-322510,OP03-R05-Cheeseburger,320830,322510,0,pan
1752,OP03-R05-Cheeseburger-322565-323645,OP03-R05-Cheeseburger,322565,323645,7,pan
1753,OP03-R05-Cheeseburger-323660-324860,OP03-R05-Cheeseburger,323660,324860,7,pan
1754,OP03-R05-Cheeseburger-343315-350375,OP03-R05-Cheeseburger,343315,350375,7,patty
1755,OP03-R05-Cheeseburger-350610-352400,OP03-R05-Cheeseburger,350610,352400,5,cooking_utensil
1756,OP03-R05-Cheeseburger-377140-401130,OP03-R05-Cheeseburger,377140,401130,7,patty
1757,OP03-R05-Cheeseburger-401830-407380,OP03-R05-Cheeseburger,401830,407380,7,patty
1758,OP03-R05-Cheeseburger-435450-438080,OP03-R05-Cheeseburger,435450,438080,7,patty
1759,OP03-R05-Cheeseburger-438530-449890,OP03-R05-Cheeseburger,438530,449890,7,patty
1760,OP03-R05-Cheeseburger-450695-452035,OP03-R05-Cheeseburger,450695,452035,5,pan
1761,OP03-R05-Cheeseburger-454090-456170,OP03-R05-Cheeseburger,454090,456170,2,fridge_drawer
1762,OP03-R05-Cheeseburger-456245-458625,OP03-R05-Cheeseburger,456245,458625,3,cheese
1763,OP03-R05-Cheeseburger-458880-460400,OP03-R05-Cheeseburger,458880,460400,6,fridge
1764,OP03-R05-Cheeseburger-463385-474555,OP03-R05-Cheeseburger,463385,474555,2,cheese_container
1765,OP03-R05-Cheeseburger-474655-477475,OP03-R05-Cheeseburger,474655,477475,5,cheese
1766,OP03-R05-Cheeseburger-482640-483660,OP03-R05-Cheeseburger,482640,483660,7,patty
1767,OP03-R05-Cheeseburger-483935-501235,OP03-R05-Cheeseburger,483935,501235,7,patty
1768,OP03-R05-Cheeseburger-503920-511470,OP03-R05-Cheeseburger,503920,511470,7,patty
1769,OP03-R05-Cheeseburger-514510-515640,OP03-R05-Cheeseburger,514510,515640,5,cooking_utensil
1770,OP03-R05-Cheeseburger-515680-518340,OP03-R05-Cheeseburger,515680,518340,3,cheese
1771,OP03-R05-Cheeseburger-519175-520965,OP03-R05-Cheeseburger,519175,520965,5,cheese
1772,OP03-R05-Cheeseburger-524165-525195,OP03-R05-Cheeseburger,524165,525195,7,cooking_utensil
1773,OP03-R05-Cheeseburger-525375-530245,OP03-R05-Cheeseburger,525375,530245,7,patty
1774,OP03-R05-Cheeseburger-535565-536845,OP03-R05-Cheeseburger,535565,536845,7,eating_utensil
1775,OP03-R05-Cheeseburger-540225-541325,OP03-R05-Cheeseburger,540225,541325,3,cheese_container
1776,OP03-R05-Cheeseburger-541340-543540,OP03-R05-Cheeseburger,541340,543540,5,plate
1777,OP03-R05-Cheeseburger-553455-554495,OP03-R05-Cheeseburger,553455,554495,7,cooking_utensil
1778,OP03-R05-Cheeseburger-556580-569730,OP03-R05-Cheeseburger,556580,569730,10,"patty,pan,bread"
1779,OP03-R05-Cheeseburger-571075-572875,OP03-R05-Cheeseburger,571075,572875,0,stove
1780,OP03-R05-Cheeseburger-575350-578080,OP03-R05-Cheeseburger,575350,578080,9,"unknown,pan,sink"
1781,OP03-R05-Cheeseburger-580350-581600,OP03-R05-Cheeseburger,580350,581600,5,pot
1782,OP03-R05-Cheeseburger-581720-582640,OP03-R05-Cheeseburger,581720,582640,5,pan
1783,OP03-R05-Cheeseburger-582640-583740,OP03-R05-Cheeseburger,582640,583740,5,pan
1784,OP03-R05-Cheeseburger-585055-589145,OP03-R05-Cheeseburger,585055,589145,2,fridge
1785,OP03-R05-Cheeseburger-589405-590855,OP03-R05-Cheeseburger,589405,590855,3,lettuce_container
1786,OP03-R05-Cheeseburger-592685-594165,OP03-R05-Cheeseburger,592685,594165,5,lettuce_container
1787,OP03-R05-Cheeseburger-596350-598580,OP03-R05-Cheeseburger,596350,598580,3,tomato_container
1788,OP03-R05-Cheeseburger-598800-601320,OP03-R05-Cheeseburger,598800,601320,3,carrot_container
1789,OP03-R05-Cheeseburger-603195-604025,OP03-R05-Cheeseburger,603195,604025,3,trash
1790,OP03-R05-Cheeseburger-604910-606360,OP03-R05-Cheeseburger,604910,606360,5,plate
1791,OP03-R05-Cheeseburger-607170-607890,OP03-R05-Cheeseburger,607170,607890,3,lettuce_container
1792,OP03-R05-Cheeseburger-608125-609745,OP03-R05-Cheeseburger,608125,609745,2,grocery_bag
1793,OP03-R05-Cheeseburger-613450-614110,OP03-R05-Cheeseburger,613450,614110,3,plate
1794,OP03-R05-Cheeseburger-614530-615850,OP03-R05-Cheeseburger,614530,615850,5,plate
1795,OP03-R05-Cheeseburger-616665-617565,OP03-R05-Cheeseburger,616665,617565,2,lettuce_container
1796,OP03-R05-Cheeseburger-618160-622930,OP03-R05-Cheeseburger,618160,622930,3,lettuce
1797,OP03-R05-Cheeseburger-623850-632440,OP03-R05-Cheeseburger,623850,632440,8,lettuce
1798,OP03-R05-Cheeseburger-632990-633780,OP03-R05-Cheeseburger,632990,633780,5,lettuce
1799,OP03-R05-Cheeseburger-634170-636850,OP03-R05-Cheeseburger,634170,636850,5,lettuce
1800,OP03-R05-Cheeseburger-646940-648020,OP03-R05-Cheeseburger,646940,648020,4,lettuce
1801,OP03-R05-Cheeseburger-648095-650145,OP03-R05-Cheeseburger,648095,650145,4,lettuce
1802,OP03-R05-Cheeseburger-650335-657775,OP03-R05-Cheeseburger,650335,657775,4,lettuce
1803,OP03-R05-Cheeseburger-657810-660390,OP03-R05-Cheeseburger,657810,660390,3,lettuce
1804,OP03-R05-Cheeseburger-659190-659980,OP03-R05-Cheeseburger,659190,659980,5,eating_utensil
1805,OP03-R05-Cheeseburger-661065-664250,OP03-R05-Cheeseburger,661065,664250,5,lettuce
1806,OP03-R05-Cheeseburger-665210-668480,OP03-R05-Cheeseburger,665210,668480,2,plastic_bag
1807,OP03-R05-Cheeseburger-668530-671500,OP03-R05-Cheeseburger,668530,671500,3,tomato
1808,OP03-R05-Cheeseburger-672805-673525,OP03-R05-Cheeseburger,672805,673525,5,tomato
1809,OP03-R05-Cheeseburger-672910-673490,OP03-R05-Cheeseburger,672910,673490,5,tomato
1810,OP03-R05-Cheeseburger-678690-685270,OP03-R05-Cheeseburger,678690,685270,0,sticker
1811,OP03-R05-Cheeseburger-685445-688535,OP03-R05-Cheeseburger,685445,688535,8,sticker
1812,OP03-R05-Cheeseburger-690515-691145,OP03-R05-Cheeseburger,690515,691145,7,tomato
1813,OP03-R05-Cheeseburger-691235-694365,OP03-R05-Cheeseburger,691235,694365,4,tomato
1814,OP03-R05-Cheeseburger-695965-706865,OP03-R05-Cheeseburger,695965,706865,4,tomato
1815,OP03-R05-Cheeseburger-709140-710330,OP03-R05-Cheeseburger,709140,710330,5,tomato
1816,OP03-R05-Cheeseburger-710670-715720,OP03-R05-Cheeseburger,710670,715720,4,tomato
1817,OP03-R05-Cheeseburger-715850-716600,OP03-R05-Cheeseburger,715850,716600,3,tomato
1818,OP03-R05-Cheeseburger-717390-719200,OP03-R05-Cheeseburger,717390,719200,5,tomato
1819,OP03-R05-Cheeseburger-719600-721400,OP03-R05-Cheeseburger,719600,721400,6,tomato_container
1820,OP03-R05-Cheeseburger-721395-722305,OP03-R05-Cheeseburger,721395,722305,3,lettuce_container
1821,OP03-R05-Cheeseburger-722865-732405,OP03-R05-Cheeseburger,722865,732405,6,lettuce_container
1822,OP03-R05-Cheeseburger-733830-737540,OP03-R05-Cheeseburger,733830,737540,2,fridge
1823,OP03-R05-Cheeseburger-737015-738855,OP03-R05-Cheeseburger,737015,738855,5,lettuce_container
1824,OP03-R05-Cheeseburger-739640-741080,OP03-R05-Cheeseburger,739640,741080,5,tomato_container
1825,OP03-R05-Cheeseburger-741805-743955,OP03-R05-Cheeseburger,741805,743955,3,condiment_container
1826,OP03-R05-Cheeseburger-746945-748905,OP03-R05-Cheeseburger,746945,748905,6,fridge
1827,OP03-R05-Cheeseburger-749140-750380,OP03-R05-Cheeseburger,749140,750380,5,condiment_container
1828,OP03-R05-Cheeseburger-750335-751795,OP03-R05-Cheeseburger,750335,751795,2,condiment_container
1829,OP03-R05-Cheeseburger-751780-752290,OP03-R05-Cheeseburger,751780,752290,3,tomato
1830,OP03-R05-Cheeseburger-752480-753130,OP03-R05-Cheeseburger,752480,753130,10,"tomato,bread,plate"
1831,OP03-R05-Cheeseburger-754210-760840,OP03-R05-Cheeseburger,754210,760840,0,"condiment,bread"
1832,OP03-R05-Cheeseburger-761190-762010,OP03-R05-Cheeseburger,761190,762010,6,condiment_container
1833,OP03-R05-Cheeseburger-762095-762635,OP03-R05-Cheeseburger,762095,762635,3,condiment_container
1834,OP03-R05-Cheeseburger-762980-764340,OP03-R05-Cheeseburger,762980,764340,2,condiment_container
1835,OP03-R05-Cheeseburger-766745-773265,OP03-R05-Cheeseburger,766745,773265,0,"condiment,bread"
1836,OP03-R05-Cheeseburger-773330-773930,OP03-R05-Cheeseburger,773330,773930,6,condiment_container
1837,OP03-R05-Cheeseburger-774730-777310,OP03-R05-Cheeseburger,774730,777310,10,"tomato,counter,sandwich"
1838,OP03-R05-Cheeseburger-777405-778785,OP03-R05-Cheeseburger,777405,778785,5,tomato
1839,OP03-R05-Cheeseburger-778820-779650,OP03-R05-Cheeseburger,778820,779650,5,tomato
1840,OP03-R05-Cheeseburger-779670-780370,OP03-R05-Cheeseburger,779670,780370,5,tomato
1841,OP03-R05-Cheeseburger-780435-781325,OP03-R05-Cheeseburger,780435,781325,3,sandwich
1842,OP03-R05-Cheeseburger-781775-782345,OP03-R05-Cheeseburger,781775,782345,0,sandwich
1843,OP03-R05-Cheeseburger-782365-783795,OP03-R05-Cheeseburger,782365,783795,0,sandwich
1844,OP03-R05-Cheeseburger-787495-789495,OP03-R05-Cheeseburger,787495,789495,3,paper_towel
1845,OP03-R05-Cheeseburger-791240-798635,OP03-R05-Cheeseburger,791240,798635,0,"plate,paper_towel"
1846,OP03-R05-Cheeseburger-798670-799750,OP03-R05-Cheeseburger,798670,799750,8,bread
1847,OP03-R05-Cheeseburger-801795-802635,OP03-R05-Cheeseburger,801795,802635,5,tomato
1848,OP03-R05-Cheeseburger-806320-807620,OP03-R05-Cheeseburger,806320,807620,5,plate
1849,OP03-R07-Pizza-29955-30875,OP03-R07-Pizza,29955,30875,7,plate
1850,OP03-R07-Pizza-30890-31918,OP03-R07-Pizza,30890,31918,5,plate
1851,OP03-R07-Pizza-32199-33536,OP03-R07-Pizza,32199,33536,5,plate
1852,OP03-R07-Pizza-33912-36004,OP03-R07-Pizza,33912,36004,2,fridge
1853,OP03-R07-Pizza-36553-40279,OP03-R07-Pizza,36553,40279,3,pizza_crust_container
1854,OP03-R07-Pizza-43306-44992,OP03-R07-Pizza,43306,44992,5,pizza_crust_container
1855,OP03-R07-Pizza-61977-75534,OP03-R07-Pizza,61977,75534,2,pizza_crust_container
1856,OP03-R07-Pizza-71387-72130,OP03-R07-Pizza,71387,72130,2,pizza_crust_container
1857,OP03-R07-Pizza-77376-93076,OP03-R07-Pizza,77376,93076,2,pizza_crust_container
1858,OP03-R07-Pizza-93756-96133,OP03-R07-Pizza,93756,96133,5,pizza_crust
1859,OP03-R07-Pizza-96659-97536,OP03-R07-Pizza,96659,97536,7,plate
1860,OP03-R07-Pizza-97262-98092,OP03-R07-Pizza,97262,98092,5,plate
1861,OP03-R07-Pizza-98352-99786,OP03-R07-Pizza,98352,99786,3,pizza_bread_container
1862,OP03-R07-Pizza-102453-104235,OP03-R07-Pizza,102453,104235,2,fridge
1863,OP03-R07-Pizza-104850-108896,OP03-R07-Pizza,104850,108896,5,pizza_crust_container
1864,OP03-R07-Pizza-109585-111518,OP03-R07-Pizza,109585,111518,6,fridge
1865,OP03-R07-Pizza-111566-113399,OP03-R07-Pizza,111566,113399,2,fridge
1866,OP03-R07-Pizza-113557-115243,OP03-R07-Pizza,113557,115243,3,sausage_container
1867,OP03-R07-Pizza-117443-118419,OP03-R07-Pizza,117443,118419,5,sausage_container
1868,OP03-R07-Pizza-118369-121639,OP03-R07-Pizza,118369,121639,2,sausage_container
1869,OP03-R07-Pizza-121699-124509,OP03-R07-Pizza,121699,124509,3,sausage
1870,OP03-R07-Pizza-126640-154972,OP03-R07-Pizza,126640,154972,4,sausage
1871,OP03-R07-Pizza-157125-158110,OP03-R07-Pizza,157125,158110,5,eating_utensil
1872,OP03-R07-Pizza-163731-168097,OP03-R07-Pizza,163731,168097,1,recipe
1873,OP03-R07-Pizza-168916-172569,OP03-R07-Pizza,168916,172569,3,bell_pepper
1874,OP03-R07-Pizza-172447-173709,OP03-R07-Pizza,172447,173709,3,bell_pepper
1875,OP03-R07-Pizza-173663-174565,OP03-R07-Pizza,173663,174565,6,fridge
1876,OP03-R07-Pizza-175700-184600,OP03-R07-Pizza,175700,184600,4,bell_pepper
1877,OP03-R07-Pizza-186350-202050,OP03-R07-Pizza,186350,202050,4,bell_pepper
1878,OP03-R07-Pizza-203500-220700,OP03-R07-Pizza,203500,220700,4,bell_pepper
1879,OP03-R07-Pizza-223400-254800,OP03-R07-Pizza,223400,254800,4,bell_pepper
1880,OP03-R07-Pizza-256340-257520,OP03-R07-Pizza,256340,257520,5,eating_utensil
1881,OP03-R07-Pizza-258873-260951,OP03-R07-Pizza,258873,260951,5,bell_pepper
1882,OP03-R07-Pizza-260987-263390,OP03-R07-Pizza,260987,263390,5,bell_pepper
1883,OP03-R07-Pizza-264053-265314,OP03-R07-Pizza,264053,265314,3,mushroom_container
1884,OP03-R07-Pizza-266392-267519,OP03-R07-Pizza,266392,267519,5,mushroom_container
1885,OP03-R07-Pizza-269111-270298,OP03-R07-Pizza,269111,270298,3,sausage_container
1886,OP03-R07-Pizza-274109-275864,OP03-R07-Pizza,274109,275864,5,sausage_container
1887,OP03-R07-Pizza-275581-276634,OP03-R07-Pizza,275581,276634,5,sausage_container
1888,OP03-R07-Pizza-276482-277889,OP03-R07-Pizza,276482,277889,3,grocery_bag
1889,OP03-R07-Pizza-279391-280379,OP03-R07-Pizza,279391,280379,5,cheese_container
1890,OP03-R07-Pizza-281140-282416,OP03-R07-Pizza,281140,282416,3,condiment_container
1891,OP03-R07-Pizza-282302-283268,OP03-R07-Pizza,282302,283268,3,condiment_container
1892,OP03-R07-Pizza-285110-286090,OP03-R07-Pizza,285110,286090,5,condiment_container
1893,OP03-R07-Pizza-287314-292088,OP03-R07-Pizza,287314,292088,1,recipe
1894,OP03-R07-Pizza-294716-295722,OP03-R07-Pizza,294716,295722,3,oil_container
1895,OP03-R07-Pizza-295784-298071,OP03-R07-Pizza,295784,298071,2,oil_container
1896,OP03-R07-Pizza-298959-302037,OP03-R07-Pizza,298959,302037,0,stove
1897,OP03-R07-Pizza-302113-303791,OP03-R07-Pizza,302113,303791,9,"oil,oil_container,pan"
1898,OP03-R07-Pizza-304107-304921,OP03-R07-Pizza,304107,304921,5,oil_container
1899,OP03-R07-Pizza-305259-307130,OP03-R07-Pizza,305259,307130,7,pan
1900,OP03-R07-Pizza-307829-308509,OP03-R07-Pizza,307829,308509,3,oil_container
1901,OP03-R07-Pizza-308555-309851,OP03-R07-Pizza,308555,309851,9,"oil,oil_container,pan"
1902,OP03-R07-Pizza-310371-311377,OP03-R07-Pizza,310371,311377,6,oil_container
1903,OP03-R07-Pizza-311210-313112,OP03-R07-Pizza,311210,313112,6,oil_container
1904,OP03-R07-Pizza-313761-314620,OP03-R07-Pizza,313761,314620,5,oil_container
1905,OP03-R07-Pizza-316095-317733,OP03-R07-Pizza,316095,317733,3,mushroom
1906,OP03-R07-Pizza-340334-343156,OP03-R07-Pizza,340334,343156,4,mushroom
1907,OP03-R07-Pizza-343360-351220,OP03-R07-Pizza,343360,351220,4,mushroom
1908,OP03-R07-Pizza-351295-352348,OP03-R07-Pizza,351295,352348,3,plate
1909,OP03-R07-Pizza-353936-358861,OP03-R07-Pizza,353936,358861,10,"mushrooms,plate,pan"
1910,OP03-R07-Pizza-359941-361147,OP03-R07-Pizza,359941,361147,5,plate
1911,OP03-R07-Pizza-362039-363935,OP03-R07-Pizza,362039,363935,7,mushroom
1912,OP03-R07-Pizza-366212-368387,OP03-R07-Pizza,366212,368387,7,pan
1913,OP03-R07-Pizza-370944-376803,OP03-R07-Pizza,370944,376803,7,"mushroom,eating_utensil"
1914,OP03-R07-Pizza-377329-378151,OP03-R07-Pizza,377329,378151,5,eating_utensil
1915,OP03-R07-Pizza-379035-380949,OP03-R07-Pizza,379035,380949,7,mushroom
1916,OP03-R07-Pizza-385279-387396,OP03-R07-Pizza,385279,387396,2,oil_container
1917,OP03-R07-Pizza-387192-389182,OP03-R07-Pizza,387192,389182,9,"oil,oil_container,pan"
1918,OP03-R07-Pizza-389452-391686,OP03-R07-Pizza,389452,391686,6,oil_container
1919,OP03-R07-Pizza-392124-392827,OP03-R07-Pizza,392124,392827,5,oil_container
1920,OP03-R07-Pizza-401090-411270,OP03-R07-Pizza,401090,411270,7,"mushroom,cooking_utensil"
1921,OP03-R07-Pizza-412957-415650,OP03-R07-Pizza,412957,415650,7,"mushroom,cooking_utensil"
1922,OP03-R07-Pizza-416458-419710,OP03-R07-Pizza,416458,419710,7,"mushroom,cooking_utensil"
1923,OP03-R07-Pizza-419633-421819,OP03-R07-Pizza,419633,421819,7,"mushroom,cooking_utensil"
1924,OP03-R07-Pizza-421831-424885,OP03-R07-Pizza,421831,424885,7,"mushroom,cooking_utensil"
1925,OP03-R07-Pizza-425080-430076,OP03-R07-Pizza,425080,430076,7,pan
1926,OP03-R07-Pizza-430563-438887,OP03-R07-Pizza,430563,438887,7,"mushroom,cooking_utensil"
1927,OP03-R07-Pizza-438970-444856,OP03-R07-Pizza,438970,444856,7,"mushroom,pan"
1928,OP03-R07-Pizza-445125-455124,OP03-R07-Pizza,445125,455124,7,mushroom
1929,OP03-R07-Pizza-455199-467914,OP03-R07-Pizza,455199,467914,7,mushrooms
1930,OP03-R07-Pizza-468090-489590,OP03-R07-Pizza,468090,489590,7,mushroom
1931,OP03-R07-Pizza-500300-507074,OP03-R07-Pizza,500300,507074,7,"mushroom,cooking_utensil"
1932,OP03-R07-Pizza-507902-510707,OP03-R07-Pizza,507902,510707,0,stove
1933,OP03-R07-Pizza-510979-515415,OP03-R07-Pizza,510979,515415,7,pan
1934,OP03-R07-Pizza-515142-517067,OP03-R07-Pizza,515142,517067,5,pan
1935,OP03-R07-Pizza-522269-523211,OP03-R07-Pizza,522269,523211,5,cooking_utensil
1936,OP03-R07-Pizza-523425-524327,OP03-R07-Pizza,523425,524327,3,condiment_container
1937,OP03-R07-Pizza-524381-526584,OP03-R07-Pizza,524381,526584,2,condiment_container
1938,OP03-R07-Pizza-526739-537500,OP03-R07-Pizza,526739,537500,0,"condiment,pizza_crust"
1939,OP03-R07-Pizza-537674-538506,OP03-R07-Pizza,537674,538506,6,condiment_container
1940,OP03-R07-Pizza-540491-541335,OP03-R07-Pizza,540491,541335,3,eating_utensil
1941,OP03-R07-Pizza-541858-543257,OP03-R07-Pizza,541858,543257,10,"sausage,plate,pizza"
1942,OP03-R07-Pizza-543372-559770,OP03-R07-Pizza,543372,559770,10,"sausage,plate,pizza"
1943,OP03-R07-Pizza-560677-563970,OP03-R07-Pizza,560677,563970,4,sausage
1944,OP03-R07-Pizza-564914-568498,OP03-R07-Pizza,564914,568498,5,sausage
1945,OP03-R07-Pizza-568881-569878,OP03-R07-Pizza,568881,569878,3,bell_pepper
1946,OP03-R07-Pizza-570114-586794,OP03-R07-Pizza,570114,586794,0,"bell_pepper,pizza"
1947,OP03-R07-Pizza-588541-592208,OP03-R07-Pizza,588541,592208,4,bell_pepper
1948,OP03-R07-Pizza-593207-594669,OP03-R07-Pizza,593207,594669,7,sausage
1949,OP03-R07-Pizza-597753-598744,OP03-R07-Pizza,597753,598744,3,pan
1950,OP03-R07-Pizza-600813-609989,OP03-R07-Pizza,600813,609989,10,"mushrooms,pan,pizza"
1951,OP03-R07-Pizza-613056-614676,OP03-R07-Pizza,613056,614676,5,pan
1952,OP03-R07-Pizza-616190-625540,OP03-R07-Pizza,616190,625540,7,topping
1953,OP03-R07-Pizza-626550-627558,OP03-R07-Pizza,626550,627558,3,cheese_container
1954,OP03-R07-Pizza-627609-629472,OP03-R07-Pizza,627609,629472,2,deli_meat_container
1955,OP03-R07-Pizza-631905-655719,OP03-R07-Pizza,631905,655719,5,cheese
1956,OP03-R07-Pizza-657100-660409,OP03-R07-Pizza,657100,660409,3,pizza
1957,OP03-R07-Pizza-660419-661289,OP03-R07-Pizza,660419,661289,5,pizza
1958,OP03-R07-Pizza-662259-664428,OP03-R07-Pizza,662259,664428,2,oven
1959,OP03-R07-Pizza-666142-667836,OP03-R07-Pizza,666142,667836,3,pizza
1960,OP03-R07-Pizza-668215-670843,OP03-R07-Pizza,668215,670843,5,pizza
1961,OP03-R07-Pizza-672329-673160,OP03-R07-Pizza,672329,673160,6,oven
1962,OP03-R07-Pizza-675299-677164,OP03-R07-Pizza,675299,677164,0,stove
1963,OP03-R07-Pizza-690652-693235,OP03-R07-Pizza,690652,693235,1,recipe
1964,OP04-R01-PastaSalad-36060-37850,OP04-R01-PastaSalad,36060,37850,1,recipe
1965,OP04-R01-PastaSalad-39240-40170,OP04-R01-PastaSalad,39240,40170,2,pot
1966,OP04-R01-PastaSalad-40490-41680,OP04-R01-PastaSalad,40490,41680,3,lid
1967,OP04-R01-PastaSalad-43420-45250,OP04-R01-PastaSalad,43420,45250,0,stove
1968,OP04-R01-PastaSalad-45100-45660,OP04-R01-PastaSalad,45100,45660,7,pot
1969,OP04-R01-PastaSalad-47955-48565,OP04-R01-PastaSalad,47955,48565,9,"water,faucet,pot"
1970,OP04-R01-PastaSalad-48565-51885,OP04-R01-PastaSalad,48565,51885,9,"water,faucet,pot"
1971,OP04-R01-PastaSalad-53775-55645,OP04-R01-PastaSalad,53775,55645,9,"water,faucet,pot"
1972,OP04-R01-PastaSalad-57700-59980,OP04-R01-PastaSalad,57700,59980,5,pot
1973,OP04-R01-PastaSalad-67895-68755,OP04-R01-PastaSalad,67895,68755,3,eating_utensil
1974,OP04-R01-PastaSalad-68860-69640,OP04-R01-PastaSalad,68860,69640,5,eating_utensil
1975,OP04-R01-PastaSalad-72625-74485,OP04-R01-PastaSalad,72625,74485,2,fridge
1976,OP04-R01-PastaSalad-75020-75800,OP04-R01-PastaSalad,75020,75800,3,grocery_bag
1977,OP04-R01-PastaSalad-76395-77865,OP04-R01-PastaSalad,76395,77865,3,tomato_container
1978,OP04-R01-PastaSalad-78855-79805,OP04-R01-PastaSalad,78855,79805,5,tomato_container
1979,OP04-R01-PastaSalad-79815-80935,OP04-R01-PastaSalad,79815,80935,2,tomato_container
1980,OP04-R01-PastaSalad-80930-82110,OP04-R01-PastaSalad,80930,82110,1,recipe
1981,OP04-R01-PastaSalad-82565-86625,OP04-R01-PastaSalad,82565,86625,1,recipe
